Ayden, Physics, Homework, 62.41010000539412 
Ayden, Physics, Test, 55.45307708733958 
Ayden, Physics, Test, 88.36588026453275 
Ayden, Physics, Test, 92.32664823488642 
Ayden, Physics, Test, 85.48400192953002 
Ayden, Physics, Test, 74.46332710736473 
Ayden, Physics, Test, 82.47255809311446 
Ayden, Physics, Test, 50.89917380341976 
Ayden, Physics, Test, 41.518915498018714 
Ayden, Physics, Test, 85.83492768868982 
Ayden, Physics, Test, 91.04434513436736 
Ayden, Physics, Test, 90.381571900654 
Ayden, Physics, Test, 97.4328182714253 
Ayden, Physics, Test, 40.69110699902836 
Ayden, Physics, Test, 94.01448681915068 
Ayden, Physics, Test, 80.12341714364422 
Ayden, Computer Science, Homework, 52.87760684780673 
Ayden, Computer Science, Homework, 90.86713829735689 
Ayden, Computer Science, Homework, 48.041459721693705 
Ayden, Computer Science, Homework, 82.16241771128159 
Ayden, Computer Science, Homework, 95.99498360457537 
Ayden, Computer Science, Homework, 94.51863688511648 
Ayden, Computer Science, Homework, 47.03074363642607 
Ayden, Computer Science, Homework, 54.36042482888706 
Ayden, Computer Science, Homework, 68.58667237343319 
Ayden, Computer Science, Homework, 56.99799901476657 
Ayden, Computer Science, Homework, 95.83332671759393 
Ayden, Computer Science, Homework, 86.42438331790062 
Ayden, Computer Science, Homework, 68.25076454501286 
Ayden, Computer Science, Homework, 51.98907798612457 
Ayden, Computer Science, Homework, 47.842699471103366 
Ayden, Computer Science, Homework, 55.78162852200938 
Ayden, Computer Science, Homework, 45.013296147772344 
Ayden, Computer Science, Homework, 75.92349835182256 
Ayden, Computer Science, Homework, 42.42206418052386 
Ayden, Computer Science, Homework, 61.914599196450276 
Ayden, Computer Science, Classwork, 41.353989791691866 
Ayden, Computer Science, Classwork, 86.5296784860223 
Ayden, Computer Science, Classwork, 63.15991226343618 
Ayden, Computer Science, Classwork, 94.19122802161083 
Ayden, Computer Science, Classwork, 72.48336496763008 
Ayden, Computer Science, Classwork, 40.5269298094066 
Ayden, Computer Science, Classwork, 74.57546331900132 
Ayden, Computer Science, Classwork, 76.88794382043679 
Ayden, Computer Science, Classwork, 48.741679116722175 
Ayden, Computer Science, Classwork, 61.80600528351603 
Ayden, Computer Science, Classwork, 80.63788497107734 
Ayden, Computer Science, Classwork, 94.04652409304354 
Ayden, Computer Science, Classwork, 85.8199255534875 
Ayden, Computer Science, Classwork, 84.51509990842553 
Ayden, Computer Science, Classwork, 70.27447111371588 
Ayden, Computer Science, Classwork, 98.8465553688472 
Ayden, Computer Science, Classwork, 62.22652696977133 
Ayden, Computer Science, Classwork, 42.062317281764464 
Ayden, Computer Science, Classwork, 60.084976245128814 
Ayden, Computer Science, Classwork, 57.14451551007013 
Ayden, Computer Science, Quiz, 76.21653943104783 
Ayden, Computer Science, Quiz, 84.8849625156303 
Ayden, Computer Science, Quiz, 79.74510473610512 
Ayden, Computer Science, Quiz, 42.320655925188845 
Ayden, Computer Science, Quiz, 63.09374674894431 
Ayden, Computer Science, Quiz, 56.46352787659815 
Ayden, Computer Science, Quiz, 93.36184860174444 
Ayden, Computer Science, Quiz, 61.80918953202016 
Ayden, Computer Science, Quiz, 73.55272879818773 
Ayden, Computer Science, Quiz, 60.123133915662955 
Ayden, Computer Science, Quiz, 52.93936936906809 
Ayden, Computer Science, Quiz, 61.193252640290645 
Ayden, Computer Science, Quiz, 40.16653521828164 
Ayden, Computer Science, Quiz, 85.38714062187461 
Ayden, Computer Science, Quiz, 60.32917457580594 
Ayden, Computer Science, Quiz, 98.83545235324637 
Ayden, Computer Science, Quiz, 85.19298283636616 
Ayden, Computer Science, Quiz, 67.34019884819682 
Ayden, Computer Science, Quiz, 74.03201156050622 
Ayden, Computer Science, Quiz, 51.587047636200396 
Ayden, Computer Science, Test, 84.22723622644547 
Ayden, Computer Science, Test, 78.01710446013314 
Ayden, Computer Science, Test, 46.91617862212592 
Ayden, Computer Science, Test, 99.0764127896253 
Ayden, Computer Science, Test, 72.94600761723437 
Ayden, Computer Science, Test, 74.9213358217479 
Ayden, Computer Science, Test, 86.27678035747084 
Ayden, Computer Science, Test, 79.45607978674937 
Ayden, Computer Science, Test, 47.365991825561665 
Ayden, Computer Science, Test, 75.04315559818812 
Ayden, Computer Science, Test, 77.58045680224811 
Ayden, Computer Science, Test, 82.9625576648356 
Ayden, Computer Science, Test, 79.44724401773098 
Ayden, Computer Science, Test, 99.20879124746207 
Ayden, Computer Science, Test, 61.87283785054285 
Ayden, Computer Science, Test, 53.245314629378456 
Ayden, Computer Science, Test, 95.22608557833787 
Ayden, Computer Science, Test, 71.29297459391287 
Ayden, Computer Science, Test, 64.5669174284757 
Ayden, Computer Science, Test, 70.1867955752624 
Ayden, Pre-algebra, Homework, 81.23062194456995 
Ayden, Pre-algebra, Homework, 72.20268271825776 
Ayden, Pre-algebra, Homework, 40.21217385358591 
Ayden, Pre-algebra, Homework, 46.76069420530852 
Ayden, Pre-algebra, Homework, 42.487236476126235 
Ayden, Pre-algebra, Homework, 79.89139200163714 
Ayden, Pre-algebra, Homework, 94.3649008418538 
Ayden, Pre-algebra, Homework, 68.72333582057593 
Ayden, Pre-algebra, Homework, 52.49266007865299 
Ayden, Pre-algebra, Homework, 93.583791937359 
Ayden, Pre-algebra, Homework, 88.76423030963855 
Ayden, Pre-algebra, Homework, 93.09702746222808 
Ayden, Pre-algebra, Homework, 53.978787750637146 
Ayden, Pre-algebra, Homework, 65.36016962588894 
Ayden, Pre-algebra, Homework, 45.95856330297499 
Ayden, Pre-algebra, Homework, 70.4989176812949 
Ayden, Pre-algebra, Homework, 77.48667367679676 
Ayden, Pre-algebra, Homework, 84.6867467683851 
Ayden, Pre-algebra, Homework, 62.03386229660508 
Ayden, Pre-algebra, Homework, 40.358508916930376 
Ayden, Pre-algebra, Classwork, 52.74830245097381 
Ayden, Pre-algebra, Classwork, 78.19051004716161 
Ayden, Pre-algebra, Classwork, 82.04704071080307 
Ayden, Pre-algebra, Classwork, 44.13846574920461 
Ayden, Pre-algebra, Classwork, 90.67301444522823 
Ayden, Pre-algebra, Classwork, 42.85989482055644 
Ayden, Pre-algebra, Classwork, 48.509809230757355 
Ayden, Pre-algebra, Classwork, 74.45781223397148 
Ayden, Pre-algebra, Classwork, 49.77929110159042 
Ayden, Pre-algebra, Classwork, 91.65847795505576 
Ayden, Pre-algebra, Classwork, 82.2738687943143 
Ayden, Pre-algebra, Classwork, 81.23674770963599 
Ayden, Pre-algebra, Classwork, 66.93460312190595 
Ayden, Pre-algebra, Classwork, 95.02591173273309 
Ayden, Pre-algebra, Classwork, 80.94814379655575 
Ayden, Pre-algebra, Classwork, 41.16743057401648 
Ayden, Pre-algebra, Classwork, 71.08607576463461 
Ayden, Pre-algebra, Classwork, 79.49246453255066 
Ayden, Pre-algebra, Classwork, 45.81285702957102 
Ayden, Pre-algebra, Classwork, 78.25845583752363 
Ayden, Pre-algebra, Quiz, 53.85041343876871 
Ayden, Pre-algebra, Quiz, 97.62707121922958 
Ayden, Pre-algebra, Quiz, 56.95579683951689 
Ayden, Pre-algebra, Quiz, 91.99722034230678 
Ayden, Pre-algebra, Quiz, 88.69994365366972 
Ayden, Pre-algebra, Quiz, 93.35322507705754 
Ayden, Pre-algebra, Quiz, 43.354274347329984 
Ayden, Pre-algebra, Quiz, 83.5990839394689 
Ayden, Pre-algebra, Quiz, 48.66213545620962 
Ayden, Pre-algebra, Quiz, 97.57553988107097 
Ayden, Pre-algebra, Quiz, 76.1553773696061 
Ayden, Pre-algebra, Quiz, 78.52351460204989 
Ayden, Pre-algebra, Quiz, 76.82642275133352 
Ayden, Pre-algebra, Quiz, 58.442512808281094 
Ayden, Pre-algebra, Quiz, 63.13885386271733 
Ayden, Pre-algebra, Quiz, 54.26353648719785 
Ayden, Pre-algebra, Quiz, 42.22544480270322 
Ayden, Pre-algebra, Quiz, 94.18556119483046 
Ayden, Pre-algebra, Quiz, 55.435787956772046 
Ayden, Pre-algebra, Quiz, 88.72896446542487 
Ayden, Pre-algebra, Test, 54.85041425332737 
Ayden, Pre-algebra, Test, 66.40384635694794 
Ayden, Pre-algebra, Test, 99.99119073363633 
Ayden, Pre-algebra, Test, 95.76006617600419 
Ayden, Pre-algebra, Test, 73.87999758669758 
Ayden, Pre-algebra, Test, 63.9166448242687 
Ayden, Pre-algebra, Test, 68.6353755433253 
Ayden, Pre-algebra, Test, 54.71169160293404 
Ayden, Pre-algebra, Test, 44.1910342729215 
Ayden, Pre-algebra, Test, 75.3072201992106 
Ayden, Pre-algebra, Test, 82.56900686889756 
Ayden, Pre-algebra, Test, 44.72811525142784 
Ayden, Pre-algebra, Test, 91.60736649410987 
Ayden, Pre-algebra, Test, 80.55254154108594 
Ayden, Pre-algebra, Test, 83.21865930843566 
Ayden, Pre-algebra, Test, 80.93015471570034 
Ayden, Pre-algebra, Test, 78.3151666917851 
Ayden, Pre-algebra, Test, 57.46168808579786 
Ayden, Pre-algebra, Test, 75.53051791110579 
Ayden, Pre-algebra, Test, 50.884677125574214 
Ayden, English, Homework, 58.319661477854105 
Ayden, English, Homework, 85.34278478539748 
Ayden, English, Homework, 42.15487072581522 
Ayden, English, Homework, 40.28222617326477 
Ayden, English, Homework, 94.52262755493646 
Ayden, English, Homework, 45.85100424455747 
Ayden, English, Homework, 99.46276513425205 
Ayden, English, Homework, 40.27242487712894 
Ayden, English, Homework, 50.50089186149634 
Ayden, English, Homework, 67.83722218833734 
Ayden, English, Homework, 60.24114467727841 
Ayden, English, Homework, 46.44033432674221 
Ayden, English, Homework, 67.45231972613882 
Ayden, English, Homework, 74.38892569217573 
Ayden, English, Homework, 48.42963574037897 
Ayden, English, Homework, 63.09884818536351 
Ayden, English, Homework, 70.27237342723339 
Ayden, English, Homework, 53.19457689104982 
Ayden, English, Homework, 60.61969440160578 
Ayden, English, Homework, 64.16943725248069 
Ayden, English, Classwork, 99.62778198751107 
Ayden, English, Classwork, 63.82538891748813 
Ayden, English, Classwork, 60.373491994413214 
Ayden, English, Classwork, 89.77520659326865 
Ayden, English, Classwork, 44.15600567451265 
Ayden, English, Classwork, 88.11334790288024 
Ayden, English, Classwork, 41.51439485727694 
Ayden, English, Classwork, 81.74086668173447 
Ayden, English, Classwork, 54.37701757576029 
Ayden, English, Classwork, 88.2655506665249 
Ayden, English, Classwork, 50.11009464545884 
Ayden, English, Classwork, 73.57821580391655 
Ayden, English, Classwork, 60.23970529461949 
Ayden, English, Classwork, 80.42230646018146 
Ayden, English, Classwork, 48.418674575502344 
Ayden, English, Classwork, 79.4929535698875 
Ayden, English, Classwork, 64.13273724461365 
Ayden, English, Classwork, 73.0217103148072 
Ayden, English, Classwork, 50.94766953353398 
Ayden, English, Classwork, 46.426811377246125 
Ayden, English, Quiz, 63.6194184030617 
Ayden, English, Quiz, 99.56911844466691 
Ayden, English, Quiz, 65.6791401719386 
Ayden, English, Quiz, 67.66935539148668 
Ayden, English, Quiz, 96.9264677576511 
Ayden, English, Quiz, 80.12233559883597 
Ayden, English, Quiz, 41.1577774344322 
Ayden, English, Quiz, 63.36812863966192 
Ayden, English, Quiz, 65.4569825735324 
Ayden, English, Quiz, 92.43234341196793 
Ayden, English, Quiz, 65.33766579423934 
Ayden, English, Quiz, 47.034039203331844 
Ayden, English, Quiz, 48.15990241190984 
Ayden, English, Quiz, 70.2715706111438 
Ayden, English, Quiz, 81.90251821838233 
Ayden, English, Quiz, 80.26505298151218 
Ayden, English, Quiz, 70.72943820224202 
Ayden, English, Quiz, 43.222266655988236 
Ayden, English, Quiz, 60.55025035441768 
Ayden, English, Quiz, 82.99134692727748 
Ayden, English, Test, 47.6903540942573 
Ayden, English, Test, 55.373718890084746 
Ayden, English, Test, 69.75213121273377 
Ayden, English, Test, 81.83809356813411 
Ayden, English, Test, 58.6056744371687 
Ayden, English, Test, 87.64199223743994 
Ayden, English, Test, 62.56259803090616 
Ayden, English, Test, 76.84185536913768 
Ayden, English, Test, 83.98345947005286 
Ayden, English, Test, 69.40450864392471 
Ayden, English, Test, 70.04597353869912 
Ayden, English, Test, 43.65278786358209 
Ayden, English, Test, 77.05445293146927 
Ayden, English, Test, 56.77590541168125 
Ayden, English, Test, 43.05949249419849 
Ayden, English, Test, 87.3986978381233 
Ayden, English, Test, 98.11271657862457 
Ayden, English, Test, 52.45091542846317 
Ayden, English, Test, 82.13134292432693 
Ayden, English, Test, 95.88798142826892 
Ayden, Social Studies, Homework, 50.340469897711706 
Ayden, Social Studies, Homework, 69.74349564809197 
Ayden, Social Studies, Homework, 57.438906156313294 
Ayden, Social Studies, Homework, 73.58927135099206 
Ayden, Social Studies, Homework, 89.6744340072064 
Ayden, Social Studies, Homework, 42.16065859712521 
Ayden, Social Studies, Homework, 42.6664375095394 
Ayden, Social Studies, Homework, 79.10903620207114 
Ayden, Social Studies, Homework, 86.28868945285048 
Ayden, Social Studies, Homework, 53.70571897945107 
Ayden, Social Studies, Homework, 75.3729473982814 
Ayden, Social Studies, Homework, 57.996513650334265 
Ayden, Social Studies, Homework, 55.28789967378993 
Ayden, Social Studies, Homework, 83.59484457783361 
Ayden, Social Studies, Homework, 94.21017575016526 
Ayden, Social Studies, Homework, 69.76718095323959 
Ayden, Social Studies, Homework, 55.29938783522523 
Ayden, Social Studies, Homework, 74.39222237007895 
Ayden, Social Studies, Homework, 53.863155140610885 
Ayden, Social Studies, Homework, 89.35497423101762 
Ayden, Social Studies, Classwork, 40.065751235552995 
Ayden, Social Studies, Classwork, 87.80618116825858 
Ayden, Social Studies, Classwork, 46.717486424855 
Ayden, Social Studies, Classwork, 59.92568646947085 
Ayden, Social Studies, Classwork, 51.59601796491438 
Ayden, Social Studies, Classwork, 86.43409860346824 
Ayden, Social Studies, Classwork, 91.55391347923025 
Ayden, Social Studies, Classwork, 93.99357169075932 
Ayden, Social Studies, Classwork, 49.411136748394036 
Ayden, Social Studies, Classwork, 69.13838902530827 
Ayden, Social Studies, Classwork, 66.96103965454614 
Ayden, Social Studies, Classwork, 40.47578881577663 
Ayden, Social Studies, Classwork, 40.75640431668866 
Ayden, Social Studies, Classwork, 53.163043836818844 
Ayden, Social Studies, Classwork, 48.07105499707308 
Ayden, Social Studies, Classwork, 97.18100045359151 
Ayden, Social Studies, Classwork, 54.26969910909111 
Ayden, Social Studies, Classwork, 46.748341520594096 
Ayden, Social Studies, Classwork, 61.05991315240115 
Ayden, Social Studies, Classwork, 54.127004223372666 
Ayden, Social Studies, Quiz, 61.03319587111123 
Ayden, Social Studies, Quiz, 74.57491220058944 
Ayden, Social Studies, Quiz, 94.89381258800785 
Ayden, Social Studies, Quiz, 51.49729469054056 
Ayden, Social Studies, Quiz, 42.665624104757 
Ayden, Social Studies, Quiz, 43.127419555527275 
Ayden, Social Studies, Quiz, 76.85163240846956 
Ayden, Social Studies, Quiz, 63.23443620685824 
Ayden, Social Studies, Quiz, 51.58484714608563 
Ayden, Social Studies, Quiz, 76.21257014744909 
Ayden, Social Studies, Quiz, 95.79706067988822 
Ayden, Social Studies, Quiz, 60.27037976806346 
Ayden, Social Studies, Quiz, 86.3201583935853 
Ayden, Social Studies, Quiz, 71.9533100091628 
Ayden, Social Studies, Quiz, 75.76809618131497 
Ayden, Social Studies, Quiz, 69.2628704443799 
Ayden, Social Studies, Quiz, 83.47525437335526 
Ayden, Social Studies, Quiz, 65.33482221915574 
Ayden, Social Studies, Quiz, 68.46847714811338 
Ayden, Social Studies, Quiz, 53.46272169554373 
Ayden, Social Studies, Test, 98.45239197441859 
Ayden, Social Studies, Test, 64.83467041881453 
Ayden, Social Studies, Test, 75.93746953388332 
Ayden, Social Studies, Test, 97.68059675190432 
Ayden, Social Studies, Test, 87.69752533980066 
Ayden, Social Studies, Test, 86.37353365642431 
Ayden, Social Studies, Test, 42.600075413726366 
Ayden, Social Studies, Test, 41.21695001960248 
Ayden, Social Studies, Test, 74.51407811088015 
Ayden, Social Studies, Test, 54.90347028709632 
Ayden, Social Studies, Test, 91.13446156183423 
Ayden, Social Studies, Test, 76.01559601147186 
Ayden, Social Studies, Test, 48.88105140862925 
Ayden, Social Studies, Test, 54.21434162218272 
Ayden, Social Studies, Test, 48.10172825339343 
Ayden, Social Studies, Test, 84.90338489269347 
Ayden, Social Studies, Test, 42.59126051846202 
Ayden, Social Studies, Test, 64.39340070188251 
Ayden, Social Studies, Test, 85.27592491202871 
Ayden, Social Studies, Test, 80.96660341606415 
Andrew, Physics, Homework, 52.06365009924729 
Andrew, Physics, Homework, 41.14644522025396 
Andrew, Physics, Homework, 90.26242943042513 
Andrew, Physics, Homework, 45.12173311671074 
Andrew, Physics, Homework, 70.1507301655964 
Andrew, Physics, Homework, 47.74817572040385 
Andrew, Physics, Homework, 76.980404698307 
Andrew, Physics, Homework, 46.71691922376822 
Andrew, Physics, Homework, 66.42620104257955 
Andrew, Physics, Homework, 82.1612279953668 
Andrew, Physics, Homework, 52.655294550106646 
Andrew, Physics, Homework, 64.17012531315247 
Andrew, Physics, Homework, 84.74467297969784 
Andrew, Physics, Homework, 67.46125803482505 
Andrew, Physics, Homework, 87.10850614160829 
Andrew, Physics, Homework, 89.69706124937544 
Andrew, Physics, Homework, 68.82539648325931 
Andrew, Physics, Homework, 53.70294381715958 
Andrew, Physics, Homework, 79.36389429964646 
Andrew, Physics, Homework, 64.59280595602421 
Andrew, Physics, Classwork, 70.07230034553552 
Andrew, Physics, Classwork, 50.00279528521992 
Andrew, Physics, Classwork, 44.55648552400438 
Andrew, Physics, Classwork, 45.55048013277484 
Andrew, Physics, Classwork, 91.022024179338 
Andrew, Physics, Classwork, 70.9878975907383 
Andrew, Physics, Classwork, 58.23142118046187 
Andrew, Physics, Classwork, 60.65310173409644 
Andrew, Physics, Classwork, 98.18866829670868 
Andrew, Physics, Classwork, 94.11922412117528 
Andrew, Physics, Classwork, 53.79186970644101 
Andrew, Physics, Classwork, 87.43518446131952 
Andrew, Physics, Classwork, 42.44246197806708 
Andrew, Physics, Classwork, 78.68348491718943 
Andrew, Physics, Classwork, 57.82330036246883 
Andrew, Physics, Classwork, 80.54024049677247 
Andrew, Physics, Classwork, 78.9736084900556 
Andrew, Physics, Classwork, 60.24593777719629 
Andrew, Physics, Classwork, 57.40954457645674 
Andrew, Physics, Classwork, 99.59442256862488 
Andrew, Physics, Quiz, 71.65925959620347 
Andrew, Physics, Quiz, 68.4742962981823 
Andrew, Physics, Quiz, 66.28451980455287 
Andrew, Physics, Quiz, 72.25882281895619 
Andrew, Physics, Quiz, 72.84361598590752 
Andrew, Physics, Quiz, 65.24822439438009 
Andrew, Physics, Quiz, 57.48556187540394 
Andrew, Physics, Quiz, 99.0910413594011 
Andrew, Physics, Quiz, 84.06517817741384 
Andrew, Physics, Quiz, 58.09540981056058 
Andrew, Physics, Quiz, 53.52823851822616 
Andrew, Physics, Quiz, 57.131137951316276 
Andrew, Physics, Quiz, 68.71775716078912 
Andrew, Physics, Quiz, 88.78716592300152 
Andrew, Physics, Quiz, 82.32642138276503 
Andrew, Physics, Quiz, 58.20186519603817 
Andrew, Physics, Quiz, 61.39548001623133 
Andrew, Physics, Quiz, 97.1986683548385 
Andrew, Physics, Quiz, 67.63966088109777 
Andrew, Physics, Quiz, 59.682891232750364 
Andrew, Physics, Test, 88.20709340182857 
Andrew, Physics, Test, 99.45027832606563 
Andrew, Physics, Test, 45.84663762654332 
Andrew, Physics, Test, 73.51105228440292 
Andrew, Physics, Test, 65.88191689347705 
Andrew, Physics, Test, 96.2434120175484 
Andrew, Physics, Test, 55.49770278425123 
Andrew, Physics, Test, 88.25088131588132 
Andrew, Physics, Test, 83.17259592254267 
Andrew, Physics, Test, 80.2436527597498 
Andrew, Physics, Test, 96.30089861645132 
Andrew, Physics, Test, 40.79242839105116 
Andrew, Physics, Test, 62.72886178552568 
Andrew, Physics, Test, 85.0087937853852 
Andrew, Physics, Test, 56.08653455938663 
Andrew, Physics, Test, 97.46933176025811 
Andrew, Physics, Test, 91.23585039093783 
Andrew, Physics, Test, 60.49639644809295 
Andrew, Physics, Test, 77.57775936790662 
Andrew, Physics, Test, 50.212662058906375 
Andrew, Computer Science, Homework, 68.9073968219491 
Andrew, Computer Science, Homework, 43.396210914843444 
Andrew, Computer Science, Homework, 97.28457330728841 
Andrew, Computer Science, Homework, 63.00209661085501 
Andrew, Computer Science, Homework, 53.37845262450452 
Andrew, Computer Science, Homework, 82.52413607034158 
Andrew, Computer Science, Homework, 88.22624644977788 
Andrew, Computer Science, Homework, 79.97799831547422 
Andrew, Computer Science, Homework, 94.28728776216153 
Andrew, Computer Science, Homework, 58.65058359890516 
Andrew, Computer Science, Homework, 84.07368551303368 
Andrew, Computer Science, Homework, 88.39986397102892 
Andrew, Computer Science, Homework, 61.721218822401354 
Andrew, Computer Science, Homework, 61.434566207650676 
Andrew, Computer Science, Homework, 55.9992149901084 
Andrew, Computer Science, Homework, 40.87640582995462 
Andrew, Computer Science, Homework, 53.88394865864633 
Andrew, Computer Science, Homework, 68.03542208094889 
Andrew, Computer Science, Homework, 85.60373662463772 
Andrew, Computer Science, Homework, 90.39104558007853 
Andrew, Computer Science, Classwork, 97.24221262793112 
Andrew, Computer Science, Classwork, 81.63834549501084 
Andrew, Computer Science, Classwork, 59.563350487562474 
Andrew, Computer Science, Classwork, 87.52147632894068 
Andrew, Computer Science, Classwork, 46.00634786580872 
Andrew, Computer Science, Classwork, 89.37616548721502 
Andrew, Computer Science, Classwork, 92.1188763751162 
Andrew, Computer Science, Classwork, 44.634044913478 
Andrew, Computer Science, Classwork, 63.50708280888874 
Andrew, Computer Science, Classwork, 80.86979484582378 
Andrew, Computer Science, Classwork, 55.717378380657436 
Andrew, Computer Science, Classwork, 56.806240736021905 
Andrew, Computer Science, Classwork, 68.15695034101438 
Andrew, Computer Science, Classwork, 87.50193545091113 
Andrew, Computer Science, Classwork, 43.06786201086733 
Andrew, Computer Science, Classwork, 57.27878438001655 
Andrew, Computer Science, Classwork, 61.44337816505478 
Andrew, Computer Science, Classwork, 74.6209687343954 
Andrew, Computer Science, Classwork, 43.44148143095664 
Andrew, Computer Science, Classwork, 90.54217361673156 
Andrew, Computer Science, Quiz, 86.55282649251504 
Andrew, Computer Science, Quiz, 70.83051983727036 
Andrew, Computer Science, Quiz, 40.88391318594707 
Andrew, Computer Science, Quiz, 53.43688836391598 
Andrew, Computer Science, Quiz, 85.78742234341931 
Andrew, Computer Science, Quiz, 71.77967664880856 
Andrew, Computer Science, Quiz, 84.12063348363878 
Andrew, Computer Science, Quiz, 45.68182721007233 
Andrew, Computer Science, Quiz, 93.34223305553222 
Andrew, Computer Science, Quiz, 67.22974769793899 
Andrew, Computer Science, Quiz, 88.37905216778285 
Andrew, Computer Science, Quiz, 97.18494495080822 
Andrew, Computer Science, Quiz, 45.09345882447079 
Andrew, Computer Science, Quiz, 91.92594875314903 
Andrew, Computer Science, Quiz, 62.55169682116151 
Andrew, Computer Science, Quiz, 84.83496592973015 
Andrew, Computer Science, Quiz, 52.5582533300451 
Andrew, Computer Science, Quiz, 78.3915210168955 
Andrew, Computer Science, Quiz, 81.7721670428393 
Andrew, Computer Science, Quiz, 51.249867083735786 
Andrew, Computer Science, Test, 83.64895645983565 
Andrew, Computer Science, Test, 77.80142590593738 
Andrew, Computer Science, Test, 98.62511708174365 
Andrew, Computer Science, Test, 73.81107880160636 
Andrew, Computer Science, Test, 89.79107930816815 
Andrew, Computer Science, Test, 68.79278745295923 
Andrew, Computer Science, Test, 82.71334992317645 
Andrew, Computer Science, Test, 59.419681254881475 
Andrew, Computer Science, Test, 65.79803909054394 
Andrew, Computer Science, Test, 82.83913291905264 
Andrew, Computer Science, Test, 49.61658289298957 
Andrew, Computer Science, Test, 61.51280552466729 
Andrew, Computer Science, Test, 50.81704180053859 
Andrew, Computer Science, Test, 77.1615185361101 
Andrew, Computer Science, Test, 60.69721114916402 
Andrew, Computer Science, Test, 85.16160837306197 
Andrew, Computer Science, Test, 65.56244407280609 
Andrew, Computer Science, Test, 51.652355986142446 
Andrew, Computer Science, Test, 46.808043686890045 
Andrew, Computer Science, Test, 88.19470741553586 
Andrew, Pre-algebra, Homework, 86.42489033399545 
Andrew, Pre-algebra, Homework, 44.41631182037646 
Andrew, Pre-algebra, Homework, 57.87363188784204 
Andrew, Pre-algebra, Homework, 90.43249232129995 
Andrew, Pre-algebra, Homework, 58.26300744301467 
Andrew, Pre-algebra, Homework, 84.36935705400525 
Andrew, Pre-algebra, Homework, 82.81329521817494 
Andrew, Pre-algebra, Homework, 42.7974437264705 
Andrew, Pre-algebra, Homework, 69.87050620179035 
Andrew, Pre-algebra, Homework, 65.81672740280156 
Andrew, Pre-algebra, Homework, 41.41023535523355 
Andrew, Pre-algebra, Homework, 87.5070310635933 
